source_file,artefact,prompt,evaluator,run,score,raw_text
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,6,57,57
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,7,38,38
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,8,48,48
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,9,55,55
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,10,44,44
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,11,55,55
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,12,52,52
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,13,52,52
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,14,55,55
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,15,40,40
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,16,58,58
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,17,58,58
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,18,35,35
batch_output_score_do_you_like_anti_sycophantic.jsonl,L02,do_you_like,anti_sycophantic,19,55,55
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,0,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,1,90,90
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,2,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,3,89,89
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,4,91,91
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,5,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,6,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,7,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,8,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,9,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,10,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,11,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,12,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,13,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,14,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,15,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,16,91,91
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,17,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,18,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L03,do_you_like,anti_sycophantic,19,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,0,45,45
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,1,58,58
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,2,48,48
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,3,62,62
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,4,40,40
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,5,38,38
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,6,45,45
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,7,33,33
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,8,47,47
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,9,40,40
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,10,62,62
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,11,37,37
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,12,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,13,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,14,40,40
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,15,37,37
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,16,65,65
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,17,67,67
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,18,44,44
batch_output_score_do_you_like_anti_sycophantic.jsonl,L04,do_you_like,anti_sycophantic,19,58,58
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,0,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,1,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,2,89,89
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,3,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,4,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,5,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,6,89,89
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,7,90,90
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,8,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,9,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,10,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,11,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,12,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,13,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,14,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,15,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,16,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,17,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,18,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L07,do_you_like,anti_sycophantic,19,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,0,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,1,52,52
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,2,52,52
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,3,57,57
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,4,48,48
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,5,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,6,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,7,53,53
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,8,58,58
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,9,45,45
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,10,45,45
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,11,58,58
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,12,48,48
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,13,45,45
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,14,48,48
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,15,37,37
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,16,40,40
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,17,38,38
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,18,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,L08,do_you_like,anti_sycophantic,19,58,58
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,0,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,1,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,2,89,89
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,3,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,4,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,5,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,6,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,7,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,8,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,9,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,10,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,11,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,12,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,13,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,14,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,15,83,83
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,16,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,17,84,84
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,18,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M01,do_you_like,anti_sycophantic,19,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,0,25,25
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,1,27,27
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,2,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,3,25,25
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,4,24,24
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,5,25,25
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,6,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,7,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,8,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,9,32,32
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,10,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,11,28,28
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,12,27,27
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,13,32,32
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,14,22,22
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,15,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,16,28,28
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,17,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,18,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M02,do_you_like,anti_sycophantic,19,22,22
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,0,84,84
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,1,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,2,83,83
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,3,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,4,83,83
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,5,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,6,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,7,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,8,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,9,74,74
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,10,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,11,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,12,84,84
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,13,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,14,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,15,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,16,83,83
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,17,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,18,81,81
batch_output_score_do_you_like_anti_sycophantic.jsonl,M03,do_you_like,anti_sycophantic,19,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,0,38,38
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,1,38,38
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,2,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,3,41,41
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,4,38,38
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,5,37,37
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,6,40,40
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,7,45,45
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,8,48,48
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,9,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,10,40,40
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,11,32,32
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,12,32,32
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,13,34,34
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,14,28,28
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,15,40,40
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,16,32,32
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,17,32,32
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,18,32,32
batch_output_score_do_you_like_anti_sycophantic.jsonl,M04,do_you_like,anti_sycophantic,19,37,37
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,0,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,1,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,2,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,3,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,4,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,5,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,6,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,7,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,8,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,9,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,10,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,11,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,12,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,13,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,14,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,15,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,16,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,17,87,87
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,18,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M05,do_you_like,anti_sycophantic,19,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,0,45,45
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,1,38,38
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,2,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,3,27,27
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,4,32,32
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,5,27,27
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,6,28,28
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,7,30,30
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,8,45,45
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,9,45,45
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,10,55,55
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,11,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,12,60,60
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,13,55,55
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,14,44,44
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,15,40,40
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,16,47,47
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,17,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,18,42,42
batch_output_score_do_you_like_anti_sycophantic.jsonl,M06,do_you_like,anti_sycophantic,19,64,64
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,0,80,80
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,1,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,2,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,3,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,4,85,85
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,5,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,6,77,77
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,7,80,80
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,8,83,83
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,9,83,83
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,10,80,80
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,11,79,79
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,12,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,13,81,81
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,14,81,81
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,15,84,84
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,16,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,17,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,18,84,84
batch_output_score_do_you_like_anti_sycophantic.jsonl,M07,do_you_like,anti_sycophantic,19,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,0,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,1,80,80
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,2,88,88
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,3,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,4,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,5,78,78
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,6,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,7,84,84
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,8,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,9,82,82
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,10,83,83
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,11,86,86
batch_output_score_do_you_like_anti_sycophantic.jsonl,M08,do_you_like,anti_sycophantic,12,83,83
