idea_id,idea,template,repeat_id,prompt,raw_response,score,error,model,temperature
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,11,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,12,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,13,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",85,85,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,14,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",75,75,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,15,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",75,75,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,16,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",82,82,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,17,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,18,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,19,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",60,60,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",neutral,20,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",70,70,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,1,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",85,85,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,2,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,3,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",75,75,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,4,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",85,85,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,5,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,6,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",85,85,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,7,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,8,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,9,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,10,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",85,85,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,11,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",65,65,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,12,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,13,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,14,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,15,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,16,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,17,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,18,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",85,85,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,19,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",positive_framing,20,"I really like the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,1,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,2,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,3,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,4,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,5,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,6,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",10,10,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,7,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,8,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,9,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,10,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,11,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",40,40,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,12,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,13,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,14,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,15,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,16,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,17,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,18,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",10,10,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,19,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
1,"Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall.",negative_framing,20,"I strongly dislike the following research idea: Does background music affect concentration during reading? Compare silent reading, classical music, and lyrical music to see which condition leads to better comprehension and recall. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",20,20,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,1,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",60,60,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,2,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",70,70,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,3,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,4,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",60,60,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,5,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,6,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,7,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",85,85,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,8,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",70,70,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,9,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",60,60,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,10,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",60,60,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,11,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,12,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",60,60,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,13,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",60,60,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,14,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",85,85,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,15,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",80,80,,llama3-8b-instruct-q5,0.7
2,How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods.,neutral,16,"How does screen brightness influence perceived eye fatigue? Participants could use a laptop under different brightness settings and rate discomfort after fixed periods. On a scale from 0 to 100, how interesting is this research question? 0 means not interesting at all, and 100 means extremely interesting.",85,85,,llama3-8b-instruct-q5,0.7
